Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Aatank Hi Aatank,4-Aug-95,0.31,0.89,1.46,2.55
Hulchul,4-Aug-95,0.59,1.65,2.8,5.75
 iminal,4-Aug-95,0.35,1.01,1.74,3.23
Zamaana Deewana,28-Jul-95,0.52,1.5,2.54,4.67
Takkar,14-Jul-95,0.44,1.24,2.14,4.09
Coolie No 1,30-Jun-95,0.74,2.09,3.57,12.56
Ravan Raaj,23-Jun-95,0.5,1.34,2.2,5.22
Raja,22-Jun-95,0.73,2.11,3.7,20.34
Kismat,16-Jun-95,0.3,0.89,1.42,2.63
Gaddaar,9-Jun-95,0.33,0.9,1.5,2.69
Nazar Ke Samne,2-Jun-95,0.16,0.45,0.74,1.26
Zakhmi Sipahi,26-May-95,0.28,0.79,1.32,2.5
Raghuveer,19-May-95,0.41,1.17,1.99,3.78
Policewala Gunda,19-May-95,0.37,1.02,1.74,3.74
Taqdeerwala,12-May-95,0.3,0.89,1.53,3.43
God And Gun,5-May-95,0.3,0.81,1.26,1.86
Prem,5-May-95,0.26,0.88,1.62,3.88
The Don,28-Apr-95,0.38,1.03,1.69,3.05
Maidan-E-Jung,14-Apr-95,0.4,1.1,1.88,4.22
Baazi,13-Apr-95,0.43,1.31,2.25,5.09
Hathkadi,31-Mar-95,0.49,1.36,2.33,4.87
Jai Vikraanta,24-Mar-95,0,0,2.32,4.81
Naajayaz,17-Mar-95,0.54,1.53,2.63,5.9
Andolan,3-Mar-95,0.69,1.95,3.2,6.05
Surakshaa,3-Mar-95,0.41,0.12,2.01,3.82
Jawab,27-Jan-95,0.15,0.51,0.89,1.89
Karan Arjun,13-Jan-95,0.8,2.24,4.29,25.29
Nishana,1-Jan-95,0.21,0.58,0.97,1.81
Bewafa Sanam,1-Jan-95,0.1,0.34,0.67,4.96
Ajay,27-Dec-96,0.7,2.01,3.61,9.18
Tere Mere Sapne,6-Dec-96,0.21,0.75,1.44,7.71
Saajan Chale Sasural,4-Dec-96,0.69,1.97,3.65,13.82
Dastak,29-Nov-96,0.21,0.68,1.25,3.01
Rakshak,29-Nov-96,0.63,1.76,3.05,6.62
Chhote Sarkar,22-Nov-96,0.47,1.34,2.16,3.93
Raja Hindustani,15-Nov-96,0.59,1.7,3.65,43.15
Ghatak,8-Nov-96,0.8,2.27,4.28,15.24
Maachis,25-Oct-96,0.05,0.22,0.44,4.07
Rangbaaz,25-Oct-96,0.25,0.68,1.12,2.1
Return Of Jewel Thief,18-Oct-96,0.3,0.85,1.44,3.01
Diljale,27-Sep-96,0.71,1.99,3.52,9.09
Daanveer,20-Sep-96,0.34,0.91,1.51,2.52
Angaara,13-Sep-96,0.31,0.86,1.42,2.42
Bal Brahmachari,6-Sep-96,0.25,0.79,1.37,2.63
Mr Bechara,30-Aug-96,0.25,0.8,1.46,3.12
Jeet,23-Aug-96,0.82,2.29,4.19,16.13
Sapoot,11-Aug-96,0.74,2.07,3.53,6.61
Khamoshi The Musical,9-Aug-96,0.54,1.68,2.93,6.9
Dil Tera Diwana,9-Aug-96,0.38,1.08,1.84,3.58
Krishna,2-Aug-96,0.79,2.27,3.99,9.04
Bhishma,26-Jul-96,0.37,0.1,1.64,3.08
Daraar,5-Jul-96,0.4,1.26,2.29,6.28
Fareb,28-Jun-96,0.17,0.49,0.95,3.69
Army,28-Jun-96,0.63,1.74,3,6.59
Chaahat,21-Jun-96,0.61,1.77,3.06,6.87
Khiladiyon Ka Khiladi,14-Jun-96,0.9,2.48,4.52,14.39
Loafer,9-Jun-96,0.6,1.74,2.95,6.96
Prem Granth,31-May-96,0.52,1.59,2.86,7.75
Masoom,24-May-96,0.24,0.82,1.51,5.74
Tu Chor Main Sipahi,10-May-96,0.59,1.71,2.92,6.2
Jung,19-Apr-96,0.54,1.49,2.52,6.03
Shastra,10-Apr-96,0.58,1.59,2.65,4.8
Agnisakshi,29-Mar-96,0.55,1.57,2.99,19.52
Bambai Ka Babu,22-Mar-96,0.17,0.55,0.94,1.84
Rajkumar,22-Mar-96,0.66,1.87,3.13,5.68
Bandish,23-Feb-96,0.03,0.91,1.51,2.53
Vijeta,26-Jan-96,0,0,1.35,3.09
English Babu Desi Mem,26-Jan-96,0.31,1,1.65,3.78
Vishwasghaat,19-Jan-96,0.31,0.81,1.31,2.09
Dushmani,19-Jan-96,0.47,1.34,2.24,4.11
Ek Tha Raja,12-Jan-96,0.37,1.02,1.68,2.66
Beqabu,12-Jan-96,0.34,0.95,1.57,2.4
Jurmana,5-Jan-96,0.29,0.8,1.34,2.33
Himmat,5-Jan-96,0.55,1.57,2.66,4.82
Chachi 42 ,19-Dec-97,0.26,0.98,1.96,11.42
Aflatoon,19-Dec-97,0.57,1.56,2.7,5.47
Qahar,5-Dec-97,0.61,1.65,2.85,6.1
Dhaal,28-Nov-97,0.32,0.88,1.43,2.69
Ishq,28-Nov-97,0.94,2.8,5.47,24.93
Bhai Bhai,14-Nov-97,0.2,0.61,1.09,2.69
Shapath,12-Nov-97,0.46,1.27,2.12,4.95
Ghulam-E-Mustafa,31-Oct-97,0.64,1.99,3.54,8.81
Bhai,31-Oct-97,0.62,1.82,3.35,8.4
Dil To Pagal Hai,30-Oct-97,0.98,2.75,5.24,34.97
Mr And Mrs Khiladi,10-Oct-97,0.62,0.19,3.37,9.37
Deewana Mastana,10-Oct-97,0.72,2.23,4.14,13.59
Mohabbat,19-Sep-97,0.46,1.35,2.42,5.21
Judge Mujrim,12-Sep-97,0.38,1.06,1.83,3.58
Betaabi,5-Sep-97,0.27,0.86,1.46,2.83
Prithvi,29-Aug-97,0.5,1.41,2.42,4.36
Aur Pyaar Ho Gaya,15-Aug-97,0.68,1.92,3.26,7.26
Mere Sapnon Ki Rani,15-Aug-97,0.27,0.75,1.3,2.92
Daadagiri,8-Aug-97,0.26,0.72,1.25,2.66
Pardes,8-Aug-97,0.61,2,3.65,22.83
Taraazu,1-Aug-97,0.46,1.26,2.05,3.26
Daava,18-Jul-97,0.4,1.09,1.86,3.36
Yes Boss,18-Jul-97,0.57,1.79,3.29,11.33
Daud,13-Jul-97,0.83,2.41,4.26,8.2
Do Aankhen Barah Haath,11-Jul-97,0.29,0.81,1.33,2.39
Gupt,4-Jul-97,0.96,2.78,5.35,18.23
Itihaas,20-Jun-97,0.78,2.21,3.31,6.05
Border,13-Jun-97,1.12,3.23,6.19,39.46
Gunda Gardi,6-Jun-97,0.21,0.6,1.06,2.25
Insaaf,30-May-97,0.4,1.13,1.91,3.71
Virasat,30-May-97,0.42,1.41,2.77,11.32
Mahaanta,23-May-97,0.66,1.85,3.03,5.26
Sapnay,3-May-97,0.21,0.77,1.44,4.07
Mrityudaata,25-Apr-97,0.95,2.62,4.47,8.7
Koyla,18-Apr-97,1.06,3.1,5.52,14.88
Ziddi,11-Apr-97,0.85,2.38,4.45,18.39
Himalay Putra,4-Apr-97,0.43,1.26,2.14,3.96
Kaalia,28-Mar-97,0.34,0.91,1.5,2.73
Lahoo Ke Do Rang,21-Mar-97,0,0,2.97,5.16
Auzaar,28-Feb-97,0.49,1.39,2.41,5.68
Judaai,28-Feb-97,0.3,1.14,2.23,14.1
Hero No.1,21-Feb-97,1.06,3.1,5.52,14.88
Yeshwant,7-Feb-97,0.7,2,3.59,10.49
Judwaa,7-Feb-97,0.76,2.19,4.03,13.14
Aar Ya Paar,31-Jan-97,0.26,0.76,1.28,2.45
Banarasi Babu,30-Jan-97,0.59,1.39,2.78,5.58
Aastha: In The Prison Of Spring,28-Jan-97,0.05,0.19,0.38,3.16
Loha,1-Jan-97,0.26,0.72,1.22,2.3
Jodidar,30-Nov-96,0.23,0.61,1.03,1.94
Zakhm,25-Dec-98,0.32,1.05,1.86,4.22
Wajood,11-Dec-98,0.52,1.45,2.51,5.24
Jhoot Bole Kauwa Kate,4-Dec-98,0.31,1,1.77,4.05
China Gate,27-Nov-98,0.61,1.92,3.54,12.78
Doli Sajake Rakhna,27-Nov-98,0,0,1.2,2.36
Soldier,20-Nov-98,1,2.78,5.49,21.37
Mehndi,13-Nov-98,0.19,0.63,1.08,2.54
Prem Aggan,30-Oct-98,0.44,1.24,2.15,3.97
Hero Hindustani,23-Oct-98,0.25,0.69,1.14,1.94
Bade Miyan Chote Miyan,16-Oct-98,1.08,3.19,6.33,19.19
Kuch Kuch Hota Hai,16-Oct-98,0.87,2.74,5.64,46.87
Bandhan,2-Oct-98,0.81,2.36,4.16,12.1
Maharaja,11-Sep-98,0.59,1.69,2.84,6.35
Tirchhi Topiwale,11-Sep-98,0.15,0.48,0.85,2.26
Dil Se,21-Aug-98,0.92,2.68,4.75,10.77
Barood,7-Aug-98,0.51,1.44,2.49,4.85
Yamraaj,31-Jul-98,0.34,0.91,1.49,2.84
Pyaar To Hona Hi Tha,24-Jul-98,0.5,1.45,3.46,21.51
Angaarey,24-Jul-98,0.32,0.93,1.58,2.83
Kareeb,17-Jul-98,0.37,1.19,2.12,6.82
Dulhe Raja,10-Jul-98,0.64,1.8,3.26,12.75
Suraj,27-Jun-98,0.28,0.76,1.28,2.51
Major Saab,26-Jun-98,0.91,2.59,4.58,13.1
Ghulam,19-Jun-98,0.75,2.24,4.04,13.36
Hum Se Badhkar Kaun: The Entertainer,12-Jun-98,0.25,0.68,1.16,2.3
Gharwali Baharwali,12-Jun-98,0.48,1.41,2.7,8.03
Achanak,12-Jun-98,0.43,1.27,2.2,4.07
Dushman,29-May-98,0.38,1.14,2.06,5.62
Sham Ghansham,29-May-98,0.23,0.6,1.01,1.88
Jab Pyar Kisi Se Hota Hai,22-May-98,0.45,1.48,2.85,11.71
Hitler,15-May-98,0.25,0.65,1.08,1.94
Mard,15-May-98,0.3,0.75,1.26,2.29
Duplicate,7-May-98,0,0,4.63,10.17
Aunty No. 1,1-May-98,0.47,1.27,2.31,5.34
Salaakhen,24-Apr-98,0.89,2.5,4.39,9.34
Kabhi Na Kabhi,17-Apr-98,0.27,0.78,1.28,2.06
Qila,10-Apr-98,0.35,1.02,1.69,2.79
Aakrosh,3-Apr-98,0.45,1.17,1.9,2.89
Yugpurush,27-Mar-98,0.32,0.84,1.45,2.73
Pyar Kiya To Darna Kya,27-Mar-98,0.8,2.31,4.47,18.07
Chandaal,13-Mar-98,0.4,1.09,1.78,3.58
Satya,7-Mar-98,0.2,0.75,1.56,14.35
Military Raaj,27-Feb-98,0.28,0.75,1.29,2.56
Zor,13-Feb-98,0.98,2.77,4.85,10.56
Vinashak – Destroyer,30-Jan-98,0.64,1.79,3.38,6.31
Sher-E-Hindustan,16-Jan-98,0.28,0.77,1.32,3.18
Jaanwar,23-Dec-99,0.77,2.21,3.95,10.65
Thakshak,3-Dec-99,0.49,1.31,2.09,3.65
Shera,2-Dec-99,0.33,0.86,1.36,2.62
Khoobsurat,26-Nov-99,0.45,1.51,2.81,8.56
Dillagi,19-Nov-99,0.9,2.65,4.78,10.51
Gair,5-Nov-99,0.37,0.96,1.68,3.3
Shool,5-Nov-99,0.42,1.37,2.43,5.03
Hum Saath Saath Hain,5-Nov-99,1.21,3.72,8.19,39.18
Vaastav: The Reality,15-Oct-99,0.73,2.18,3.94,11.42
Mast,15-Oct-99,0.54,0.16,2.72,5.27
Hum Tum Pe Marte Hain,24-Sep-99,0.46,1.42,2.6,6.24
Hello Brother,10-Sep-99,1.04,3.12,5.29,10.68
1947 (Earth),10-Sep-99,0.26,0.87,1.61,3.8
Godmother,3-Sep-99,0.09,0.29,0.57,1.88
Baadshah,27-Aug-99,1.1,3.21,5.88,14.87
Arjun Pandit,20-Aug-99,1.02,2.96,5.1,11.43
Taal,13-Aug-99,0.8,2.56,5.06,21.5
Kohram,13-Aug-99,0.95,2.9,4.91,8.97
Pyaar Koi Khel Nahin,30-Jul-99,0.71,2.07,3.68,6.8
Hindustan Ki Kasam,23-Jul-99,1.45,4.17,7.1,13.97
Mann,9-Jul-99,1.09,3.38,6.1,16.65
Pyaar Mein Kabhi Kabhi,25-Jun-99,0.17,0.58,0.97,1.86
Haseena Maan Jaayegi,25-Jun-99,0.86,2.52,4.75,15.02
Hum Dil De Chuke Sanam,18-Jun-99,0.92,2.86,5.74,24.76
Sirf Tum,11-Jun-99,0.2,0.72,1.36,5.45
Biwi No 1,28-May-99,1.23,3.52,7.29,25.58
Rajaji,21-May-99,0.55,1.47,2.32,4.35
Sooryavansham,21-May-99,0.49,1.58,2.53,6.67
Kartoos,7-May-99,0.81,0.23,3.81,7.6
Hogi Pyar Ki Jeet,7-May-99,0.59,1.7,3.14,10.07
Sarfarosh,30-Apr-99,0.83,2.58,4.48,18.77
Jaihind,23-Apr-99,0.17,0.47,0.8,1.56
Zulmi,16-Apr-99,0.37,1,1.63,2.74
Silsila Hai Pyar Ka,16-Apr-99,0.27,0.89,1.61,3.42
Anari No. 1,9-Apr-99,0.75,2.12,3.9,10.24
Jaanam Samjha Karo,2-Apr-99,0.92,2.68,4.52,9.19
International Khiladi,26-Mar-99,1,2.84,4.79,8.88
Aarzoo,19-Mar-99,0.57,1.69,2.94,5.6
Sangharsh,9-Mar-99,0.64,1.75,2.97,5.97
Laawaris,5-Mar-99,0.31,0.88,1.44,2.6
Lal Baadshah,5-Mar-99,0.8,2.21,3.66,7.09
Kaun,26-Feb-99,0.25,0.82,1.45,3.95
Kachche Dhaage,19-Feb-99,1.05,2.91,5.7,16.19
Daag-The Fire,12-Feb-99,0.85,2.38,4.22,11.45
Bade Dilwala,29-Jan-99,0.3,0.8,1.25,1.73
Hum Aapke Dil Mein Rehte Hain,22-Jan-99,0.57,1.84,3.64,17.03
Aa Ab Laut Chalen,22-Jan-99,0.55,1.72,3.26,11.02
Hu Tu Tu,22-Jan-99,0.36,1.06,4.59,1.82
Sanyasi Mera Naam,1-Jan-99,0.21,0.57,0.93,1.78
Dil Kya Kare,30-Nov-98,0.68,1.99,3.64,8.95
Tower House,30-Nov-98,0,0,0.001,0.001
Khiladi 42 ,29-Dec-00,0.74,2.03,3.38,5.76
Raju Chacha,21-Dec-00,0.92,2.68,4.95,10.69
Ghaath,8-Dec-00,0.29,0.82,1.33,2.32
Billa No 786,1-Dec-00,0.09,0.25,0.42,0.98
Champion,1-Dec-00,0.97,2.8,4.74,8.41
Kahi Pyaar Na Ho Jaaye,17-Nov-00,0.58,1.71,3.08,6.7
Kurukshetra,10-Nov-00,0.81,2.38,4.39,11.15
Mohabbatein,27-Oct-00,1.19,3.54,7.62,41.88
Mission Kashmir,26-Oct-00,1.64,4.86,10.27,22.99
Jis Desh Mein Ganga Rehta Hai,13-Oct-00,0.7,1.94,3.37,7.03
Astitva,6-Oct-00,0.07,0.24,0.47,1.46
Aaghaaz,6-Oct-00,0.65,1.82,2.96,5.22
Dhaai Akshar Prem Ke,29-Sep-00,0.01,2.61,4.67,8.17
Dil Pe Mat Le Yaar,29-Sep-00,0.1,0.29,0.52,0.97
Kaali Topi Laal Rumaal,15-Sep-00,0.14,0.37,0.59,1.02
Karobaar,15-Sep-00,0.16,0.46,0.79,1.15
Fiza,8-Sep-00,1.23,3.68,6.25,14.67
Hamara Dil Aapke Paas Hai,24-Aug-00,0.77,2.49,4.92,14.79
Tera Jadoo Chal Gayaa,18-Aug-00,0.95,2.84,5.13,9.42
Dhadkan,11-Aug-00,0.78,2.49,4.72,14.02
Deewane,11-Aug-00,0.73,2.09,3.7,6.95
Har Dil Jo Pyaar Karega,4-Aug-00,1.15,3.36,7.79,15.28
Kunwara,14-Jul-00,0.8,2.55,4.73,10.77
Jungle,14-Jul-00,0.73,2.16,3.9,8.1
Bichhoo,7-Jul-00,1.04,2.98,5.27,10.69
Refugee,30-Jun-00,1.56,4.52,8.16,17.08
Tarkieb,23-Jun-00,0.52,1.54,2.81,5.29
Joru Ka Ghulam,16-Jun-00,0.64,1.92,3.65,7.57
Shikari,10-Jun-00,0.59,1.66,2.91,4.95
Josh,9-Jun-00,1.25,3.71,7.25,17.83
Hum To Mohabbat Karega,26-May-00,0.62,1.83,3.14,5
Kya Kehna,19-May-00,0.4,1.34,2.81,12.17
Chal Mere Bhai,5-May-00,1.09,3.13,5.63,11.65
Hadh Kar Di Aapne,14-Apr-00,0.66,2,3.88,11.31
Gang,14-Apr-00,0.23,0.7,1.32,2.33
Baaghi,7-Apr-00,0.52,1.44,0,3.65
Hera Pheri,31-Mar-00,0.64,1.97,3.76,12.36
Khauff,3-Mar-00,0.69,2,3.49,5.71
Daku Ramkali,18-Feb-00,0.1,0.29,0.47,0.99
Hey! Ram,18-Feb-00,0.44,1.31,2.39,5.32
Badal,11-Feb-00,1.18,3.38,6.16,15.38
Pukar,11-Feb-00,0.83,2.53,4.69,13.3
Sultaan,2-Feb-00,0.16,0.46,0.79,1.38
Phir Bhi Dil Hai Hindustani,21-Jan-00,0.91,2.74,5.08,10.75
Dulhan Hum Le Jayenge,15-Jan-00,1.29,3.83,7.09,18.85
Kaho Naa Pyaar Hai,14-Jan-00,0.51,1.65,3.77,44.28
Mela,7-Jan-00,1.27,3.62,6.82,15.19
Bulandi,7-Jan-00,0.58,1.65,2.67,4.4
Jung,1-Jan-00,0.78,2.22,3.9,6.58
Krodh,1-Jan-00,0.7,1.91,3.2,5.15
Style,28-Dec-01,0.29,0.97,1.81,5.36
Aamdani Athanni Kharcha Rupaiya,21-Dec-01,0.46,1.41,2.6,6.12
Kabhi Khushi Kabhie Gham,14-Dec-01,2.38,7,14.38,55.65
Bawandar,8-Dec-01,0.1,0.32,0.56,1.05
Ehsaas – A Feeling,30-Nov-01,0.17,0.46,0.7,0.97
Deewaanapan,16-Nov-01,0.48,1.38,2.39,5.1
Abhay,16-Nov-01,0.28,0.78,1.28,2.02
Tera Mera Saath Rahen,16-Nov-01,0.43,1.21,1.96,3.04
Asoka,26-Oct-01,1,2.87,5.27,11.54
Indian,26-Oct-01,1.8,5.16,9.08,24.22
Rehnaa Hai Terre Dil Mein,18-Oct-01,0.41,1.32,2.25,5.52
Yeh Teraa Ghar Yeh Meraa Ghar,12-Oct-01,0.54,1.59,2.6,3.87
Kasam,12-Oct-01,0.19,0.51,0.79,1.29
Chandni Bar,28-Sep-01,0.16,0.63,1.14,4.09
Ajnabee,22-Sep-01,1.65,4.78,8.07,17.04
Kyonkii Main Jhuth Nahi bolta,21-Sep-01,0.64,1.9,3.55,7.95
Ittefaq,14-Sep-01,0.36,0.93,1.46,1.92
Nayak,7-Sep-01,0.85,2.6,4.81,10.75
Lajja,31-Aug-01,1.34,3.92,7.16,15.87
Hum Ho Gaye Aapke,13-Aug-01,0.35,1.03,1.72,2.89
Yeh Raaste Hai Pyaar Ke,10-Aug-01,0.83,2.44,4.26,7.76
Dil Chahta Hai,10-Aug-01,0.9,2.77,5.73,20.02
Pyaar Ishq Aur Mohabbat,3-Aug-01,0.56,1.52,2.41,3.32
Aks,13-Jul-01,1,2.97,5.15,8
Tum Bin,13-Jul-01,0.15,0.56,1.21,4.43
Bas Itna Sa Khwaab Hai,6-Jul-01,0.42,1.14,1.8,2.73
Love Ke Liye Kuch Bhi Karega,29-Jun-01,0.57,1.67,2.9,5.57
Yaadein,27-Jun-01,1.59,4.59,8.21,14.65
Gadar – Ek Prem Katha,15-Jun-01,1.4,4.08,9.28,76.88
Lagaan: Once Upon a Time in India,15-Jun-01,1,3.14,6.63,34.31
Paagalpan,8-Jun-01,0,0,0.67,1.03
Avgat,1-Jun-01,0,0,0.6,1
Mujhe Kucch Kehna Hai,25-May-01,0.81,2.46,5.11,17.28
Ek Rishtaa – The Bond of Love,18-May-01,1.31,3.84,7.12,17.78
Khatron Ke Khiladi,4-May-01,0.13,0.34,0.53,0.99
Pyaar Tune Kya Kiya,27-Apr-01,0.48,1.47,2.74,6.83
Albela,20-Apr-01,0.76,2.34,4.35,10.53
Jodi No.1,13-Apr-01,1.15,3.41,6.57,18.9
Rahul,6-Apr-01,0.08,0.27,0.48,0.98
One 2 Ka 4,30-Mar-01,0.77,2.14,3.71,6.64
Chuppa Rustam,23-Mar-01,0.27,0.75,1.58,5.42
Officer,14-Mar-01,0.43,1.21,2.08,3.71
Chori Chori Chupke Chupke,9-Mar-01,1.14,3.48,6.5,18.35
Vatsyayana Kamasutra,9-Mar-01,0,0,0.45,0.85
Zahreela,2-Mar-01,0.13,0.35,0.53,0.87
Kasoor,2-Feb-01,0.23,0.83,1.63,5.31
Aashiq,26-Jan-01,0.9,2.39,4.37,10.34
Kuch Khatti Kuch Meethi,19-Jan-01,0.35,1.1,2.05,5.04
Farz,12-Jan-01,1.07,3.08,5.43,11.27
Zubeidaa,1-Jan-01,0.19,0.64,1.21,3.48
Saathiya,20-Dec-02,0.53,1.79,3.78,15.26
Kaante,20-Dec-02,2.04,5.87,10.38,20.45
Karz – The Burden of Truth,6-Dec-02,1.26,3.57,5.57,8.7
Waah! Tera Kya Kehna,1-Nov-02,0.25,0.71,1.09,1.8
Annarth,1-Nov-02,0.39,1.13,1.83,3
Jeena Sirf Merre Liye,1-Nov-02,0.66,1.92,3.36,6.5
Deewangee,25-Oct-02,0.68,2.05,3.87,11.44
Dil Vil Pyar Vyar,18-Oct-02,0.32,1,1.58,2.37
Hathyar,18-Oct-02,0.77,2.12,3.29,5.35
Yeh Kya Ho Raha Hai?,11-Oct-02,0.51,1.4,2.11,2.91
Road,27-Sep-02,0.88,2.59,4.3,7.57
Gunaah,20-Sep-02,0.59,1.71,2.71,4.49
Shakti – The Power,20-Sep-02,0.98,2.82,4.62,8.48
Ek Chhotisi Love Story,6-Sep-02,0.35,0.98,1.73,4.84
Dil Hai Tumhaara,6-Sep-02,0.76,2.34,4.11,8.69
Chor Machaye Shor,30-Aug-02,1,2.97,4.78,7.66
Maine Dil Tujhko Diya,23-Aug-02,0.85,2.46,3.86,6.4
Jaani Dushman,16-Aug-02,1.35,4.02,6.47,10.73
Mujhse Dosti Karoge,9-Aug-02,1.16,3.58,6.28,12.95
Yeh Hai Jalwa,26-Jul-02,0.87,2.45,3.7,5.49
Om Jai Jagadish,19-Jul-02,0.79,2.34,3.71,6.16
Devdas,12-Jul-02,2.09,6.15,11.78,41.66
Humraaz,5-Jul-02,1.55,4.48,7.7,16.59
Kyaa Dil Ne Kahaa,28-Jun-02,0.7,1.96,3,4.24
Awara Paagal Deewana,21-Jun-02,1.53,4.43,7.66,16.02
Badhaai Ho Badhaai,14-Jun-02,0.63,1.79,2.72,3.79
Rishtey,12-Jun-02,0.68,2.02,3.44,6
The Legend Of Bhagat Singh,7-Jun-02,0.59,1.84,3.3,7.45
Mere Yaar Ki Shaadi Hai,7-Jun-02,0.52,1.61,3.04,8.34
23rd March 1931 Shaheed,7-Jun-02,1.21,3.26,5.08,7.6
Hum Kisi Se Kum Nahin,31-May-02,1.63,4.64,7.38,19
Hum Tumhare Hain Sanam,24-May-02,1.42,4.14,6.84,13.52
Ab Ke Baras,10-May-02,0.4,1.13,1.87,3.09
Na Tum Jaano Na Hum,10-May-02,0.81,2.46,4.34,8.14
Tum Se Achcha Kaun Hai,26-Apr-02,0.2,0.62,1.02,1.88
Aap Mujhe Achche Lagne Lage,19-Apr-02,1.09,3.24,5.3,9.59
Company,12-Apr-02,1.18,3.47,6.01,13.83
Aankhen,5-Apr-02,1.2,3.63,6.67,17.48
12/16/2 25,22-Mar-02,0.52,1.57,2.79,6.37
Kya Yehi Pyaar Hai,22-Mar-02,0.6,1.8,3.12,7.58
Kranti,15-Mar-02,0.82,2.31,3.78,6.19
Tumko Na Bhool Paayenge,22-Feb-02,1.28,3.61,5.99,10.53
Haan Maine Bhi Pyaar Kiya,15-Feb-02,0.96,2.81,4.56,8.93
Filhaal,1-Feb-02,0.22,0.65,1.09,1.91
Maa Tujhhe Salaam,25-Jan-02,1.71,4.9,7.72,13.32
Yeh Dil Aashiqanaa,18-Jan-02,0.47,1.47,2.57,6.22
Koi Mere Dil Se Poochhe,11-Jan-02,0.55,1.5,2.4,3.8
Pitaah,4-Jan-02,0.74,2.07,3.19,4.79
Raaz,2-Jan-02,0.79,2.32,4.69,21.46
Ankhiyon Se Goli Maare,1-Jan-02,0.55,1.45,2.15,3.1
LOC Kargil,26-Dec-03,2.27,6.43,10.62,17.64
Munnabhai MBBS,19-Dec-03,1.06,3.35,6.08,23.13
Fun2ssh,19-Dec-03,0.32,1.03,1.73,2.92
Janasheen,28-Nov-03,1.37,3.87,6.19,9.79
Kal Ho Naa Ho,28-Nov-03,2.17,6.71,12.45,38.55
Out Of Control,21-Nov-03,0.72,2.15,3.31,4.77
Pinjar,24-Oct-03,0.39,1.08,1.79,3.43
Sssshhh?,24-Oct-03,0.46,1.18,1.98,3.64
Khel,3-Oct-03,1.01,2.92,4.48,6.99
Baghban,3-Oct-03,0.9,2.92,5.39,20.65
Zameen,26-Sep-03,1.45,4.22,6.58,11
Boom,19-Sep-03,1.27,3.58,5.28,6.23
Parwana,12-Sep-03,0.74,2.07,3.1,4.35
Market,12-Sep-03,0.32,0.99,1.58,2.81
Kuch Naa Kaho,5-Sep-03,0.71,2.22,3.7,6.46
Calcutta Mail,5-Sep-03,0.45,1.29,1.95,2.59
Gangaajal,29-Aug-03,1.08,3.1,5.22,10.48
Mumbai Se Aaya Mera Dost,22-Aug-03,0.52,1.43,2.11,2.48
Footpath,15-Aug-03,0.62,1.76,2.74,4.15
Tere Naam,15-Aug-03,1.85,4.78,7.74,14.53
Koi Mil Gaya,8-Aug-03,2.25,6.45,12.9,47.2
Oops?,1-Aug-03,0,0,0,0.01
Chori Chori,1-Aug-03,0.48,1.42,2.23,3.15
Hungama,1-Aug-03,0.8,2.53,4.45,12.61
Darna Mana Hai,25-Jul-03,0.86,2.52,3.84,5.15
Jaal – The Trap,18-Jul-03,1.09,2.97,4.62,7.1
Qayamat,11-Jul-03,1.87,5.34,9.08,17.46
Hawa,4-Jul-03,0.54,1.5,2.38,3.76
Main Prem Ki Diwani Hoon,27-Jun-03,1.24,3.81,6.77,17.8
Supari,20-Jun-03,0.45,1.25,1.85,2.66
Chalte Chalte,13-Jun-03,1.5,4.52,8.23,19.44
Khwahish,6-Jun-03,0.35,1.03,1.7,3.34
Nayee Padosan,6-Jun-03,0.36,1.1,1.8,3.09
Bhoot,30-May-03,1.27,3.69,6.43,14.49
Jajantaram Mamantram,30-May-03,0.32,1.02,1.78,3.65
Andaaz,23-May-03,1.44,4.39,6.97,15.94
Armaan,16-May-03,0.75,0.05,3.94,6.82
Ishq Vishk,9-May-03,0.58,1.8,3.19,7.74
The Hero,11-Apr-03,2.22,6.31,10.74,26.23
Saaya,7-Apr-03,0.47,1.39,2.17,3.24
Ek Aur Ek Gyarah,28-Mar-03,1.1,3.19,5.26,11.71
Om,21-Mar-03,0.31,0.88,1.34,2.2
Chura Liyaa Hai Tumne,21-Mar-03,0.41,1.18,1.93,3.1
Baaz,7-Feb-03,0.43,1.19,1.82,2.81
Khushi,7-Feb-03,0.74,2.18,3.76,9.03
Dum,24-Jan-03,0.53,1.59,2.76,5.03
Kucch To Hai,24-Jan-03,0.7,2.06,3.57,6.78
Jism,17-Jan-03,0.67,1.91,3.37,8.14
Dil Ka Rishta,17-Jan-03,0.56,1.76,2.89,5.53
Talaash… The Hunt Begins,3-Jan-03,0.95,4.39,7.86,7.86
Tujhe Meri Kasam,3-Jan-03,0.16,0.61,1.09,8.93
Dil Maange More,31-Dec-04,0.85,2.53,3.95,5.44
Ab Tumhare Hawale Watan Sathiyo,24-Dec-04,1.63,4.58,7.19,11.56
Raincoat,24-Dec-04,0.29,0.98,1.59,2.54
Swades,17-Dec-04,1.63,5.15,8.28,16.31
Musafir,10-Dec-04,1.7,5,7.76,11.82
Hulchul,26-Nov-04,1.5,4.65,8.32,20.29
Naach,12-Nov-04,0.42,1.53,2.34,3.16
Veer Zaara,12-Nov-04,2.46,9.78,17.57,41.86
